"","color","director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","genres","actor_1_name","movie_title","num_voted_users","cast_total_facebook_likes","actor_3_name","facenumber_in_poster","plot_keywords","movie_imdb_link","num_user_for_reviews","language","country","content_rating","budget","title_year","actor_2_facebook_likes","imdb_score","aspect_ratio","movie_facebook_likes"
"3628","Color","Billy Ray",129,99,53,491,"Rosario Dawson",4000,2207975,"Drama|History","Hayden Christensen","Shattered Glass ",28855,8297,"Cas Anvar",0,"fabricated facts|journalist|stephen glass|the new republic|writer","http://www.imdb.com/title/tt0323944/?ref_=fn_tt_tt_1",190,"English","USA","PG-13",6e+06,2003,3000,7.2,2.35,0
"2770"," Black and White","Jon Turteltaub",39,98,226,496,"Leon",953,68856263,"Adventure|Comedy|Family|Sport","Doug E. Doug","Cool Runnings ",69733,2496,"Malik Yoba",1,"bobsled|coach|jamaica|olympic games|olympics","http://www.imdb.com/title/tt0106611/?ref_=fn_tt_tt_1",97,"English","USA","PG",1.5e+07,1993,730,6.9,1.85,0
"1834","Color","Mark Waters",129,97,70,512,"Julie Gonzalo",2000,110222438,"Comedy|Family|Fantasy|Music|Romance","Jamie Lee Curtis","Freaky Friday ",96693,3984,"Willie Garson",2,"body swap|camera shot of feet|foot closeup|reference to keith richards|reference to the rolling stones","http://www.imdb.com/title/tt0322330/?ref_=fn_tt_tt_1",271,"English","USA","PG",2.6e+07,2003,528,6.1,1.85,0
"292","Color","James Cameron",94,141,0,618,"Tia Carrere",2000,146282411,"Action|Comedy|Thriller","Jamie Lee Curtis","True Lies ",190439,4528,"Tom Arnold",0,"espionage|secret agent|secret mission|spy|spy film","http://www.imdb.com/title/tt0111503/?ref_=fn_tt_tt_1",351,"English","USA","R",1.15e+08,1994,1000,7.2,2.35,0
"4336","Color","Harald Reinl",38,80,2,51,"Lex Barker",16000,NA,"Horror|Mystery","Christopher Lee","The Torture Chamber of Dr. Sadism ",952,16110,"Karin Dor",0,"count|drawn and quartered|tied up|torture chamber|torture device","http://www.imdb.com/title/tt0062235/?ref_=fn_tt_tt_1",36,"German","West Germany","M",NA,1967,57,6,1.66,200
"4376"," Black and White","Tom Tykwer",181,81,670,34,"Ludger Pistor",486,7267324,"Crime|Drama","Moritz Bleibtreu","Run Lola Run ",161471,623,"Armin Rohde",1,"bechdel test failed|money|multiple outcomes|repeated event|subway","http://www.imdb.com/title/tt0130827/?ref_=fn_tt_tt_1",709,"German","Germany","R",3500000,1998,37,7.8,1.85,0
"1984","Color","Jonathan Kaplan",70,100,57,92,"Tom Amandes",181,10114315,"Drama|Mystery|Thriller","John Doe","Brokedown Palace ",18693,582,"Daniel Lapaine",0,"bangkok|friend|lawyer|smuggling|thailand","http://www.imdb.com/title/tt0120620/?ref_=fn_tt_tt_1",187,"English","USA","PG-13",2.5e+07,1999,151,6.4,2.35,0
"4049","Color","Brandon Cronenberg",188,108,43,463,"Douglas Smith",691,NA,"Horror|Sci-Fi|Thriller","Sarah Gadon","Antiviral ",9356,1962,"Caleb Landry Jones",0,"celebrity|injection|near future|scalpel|stabbed in the mouth","http://www.imdb.com/title/tt2099556/?ref_=fn_tt_tt_1",47,"English","Canada","Not Rated",3200000,2012,480,5.7,1.85,0
"4372","Color","Tony Krantz",53,113,15,491,"Tom Cavanagh",647,NA,"Horror|Thriller","George Newbern","Sublime ",6267,2439,"Cas Anvar",0,"birthday|birthday party|colonoscopy|hospital|surgery","http://www.imdb.com/title/tt0822858/?ref_=fn_tt_tt_1",103,"English","USA","R",1800000,2007,642,5.3,2.35,368
"2282","Color","Renny Harlin",113,108,212,347,"Ashley Scott",969,12232937,"Action|Crime|Thriller","Taylor Cole","12 Rounds ",22823,2799,"Nick Gomez",1,"2000s|detective|sadist|terrorism|terrorist","http://www.imdb.com/title/tt1160368/?ref_=fn_tt_tt_1",113,"English","USA","PG-13",2.2e+07,2009,794,5.6,2.35,0
"2361","Color","Wes Craven",242,103,0,157,"W. Earl Brown",611,103001286,"Horror|Mystery","David Arquette","Scream ",222018,1212,"Roger Jackson",0,"mask|mystery killer|slasher|teenage girl|telephone","http://www.imdb.com/title/tt0117571/?ref_=fn_tt_tt_1",869,"English","USA","R",1.5e+07,1996,422,7.2,2.35,11000
"3111","Color","George Miller",117,107,750,60,"Bruce Spence",794,36200000,"Action|Adventure|Sci-Fi|Thriller","Tina Turner","Mad Max Beyond Thunderdome ",101840,1529,"Angelo Rossitto",2,"arena|desert|fight|mad max|post apocalypse","http://www.imdb.com/title/tt0089530/?ref_=fn_tt_tt_1",193,"English","Australia","PG-13",12305523,1985,531,6.2,2.35,0
"4912","Color","Chris Marker",16,59,121,0,"Bertrand Cantat",27,NA,"Documentary","Marina Vlady","The Case of the Grinning Cat ",352,27,"Léon Schwartzenberg",0,"","http://www.imdb.com/title/tt0437123/?ref_=fn_tt_tt_1",4,"French","France","",150000,2004,0,7.4,1.37,44
"3641","Color","Peter Cattaneo",47,107,11,419,"Olivia Williams",773,54606,"Comedy|Crime|Romance","James Nesbitt","Lucky Break ",1940,2440,"Peter McNamara",0,"escape|prison|prison escape|sadism|solitary confinement","http://www.imdb.com/title/tt0246134/?ref_=fn_tt_tt_1",34,"English","UK","PG-13",6e+06,2001,766,6.2,2.35,30
"3001","Color","Anthony Russo",72,86,94,146,"Isaiah Washington",693,333976,"Comedy|Crime","Michael Jeter","Welcome to Collinwood ",12559,1373,"Andy Davoli",0,"boxing knockout|heist|implied sex|keys|prison","http://www.imdb.com/title/tt0271259/?ref_=fn_tt_tt_1",90,"English","USA","R",1.2e+07,2002,534,6.4,2.35,423
"1999","Color","Uwe Boll",143,92,892,492,"Udo Kier",783,1550000,"Action|Adventure|Fantasy|Horror","Meat Loaf","BloodRayne ",30628,2930,"Michael Paré",2,"escape|half human|king|vampire|vampire hunter","http://www.imdb.com/title/tt0383222/?ref_=fn_tt_tt_1",471,"English","USA","R",2.5e+07,2005,595,2.9,2.35,937
"4235","Color","Shyam Madiraju",5,90,0,708,"Ethan Peck",1000,NA,"Drama|Thriller","Jessica Lowndes","Eden ",1351,3799,"Brad Schmidt",2,"flare gun|island|plane crash|soccer team|stranded","http://www.imdb.com/title/tt3032282/?ref_=fn_tt_tt_1",4,"English","Spain","R",NA,2015,800,4.8,NA,452
"173","Color","Michael Apted",197,128,150,244,"Maria Grazia Cucinotta",766,126930660,"Action|Adventure|Thriller","Colin Salmon","The World Is Not Enough ",157519,2037,"Desmond Llewelyn",2,"british|oil|scientist|terrorist|tycoon","http://www.imdb.com/title/tt0143145/?ref_=fn_tt_tt_1",683,"English","UK","PG-13",1.35e+08,1999,536,6.4,2.35,2000
"1006","Color","Tom Tykwer",245,118,670,294,"Brían F. O'Byrne",6000,25450527,"Action|Crime|Drama|Mystery|Thriller","Naomi Watts","The International ",80196,7654,"Armin Mueller-Stahl",0,"bank|chase|district attorney|interpol|murder","http://www.imdb.com/title/tt0963178/?ref_=fn_tt_tt_1",190,"English","USA","R",5e+07,2009,450,6.5,2.35,0
"2233","Color","Simon Wincer",20,119,23,748,"Tom Selleck",25000,21413105,"Action|Adventure|Drama|Romance|Western","Alan Rickman","Quigley Down Under ",15230,45841,"Ben Mendelsohn",1,"aborigine|australian|australian aborigine|australian outback|rancher","http://www.imdb.com/title/tt0102744/?ref_=fn_tt_tt_1",97,"English","Australia","PG-13",2e+07,1990,19000,6.8,2.35,0
"2346","Color","Jane Clark",NA,7,23,51,"Traci Dinwiddie",344,NA,"Romance|Short","Necar Zadegan","The Touch ",118,726,"Elea Oberon",0,"lesbian|paris france|period piece|poem|poetess","http://www.imdb.com/title/tt1128219/?ref_=fn_tt_tt_1",NA,"English","USA","",13000,2007,281,5.2,1.85,30
"2807","Color","Phillip Noyce",108,98,176,15,"Terry Pheto",543,4291965,"Biography|Drama|History","Derek Luke","Catch a Fire ",9334,678,"Bonnie Henna",3,"attack|coach|colonel|jail|oil refinery","http://www.imdb.com/title/tt0437232/?ref_=fn_tt_tt_1",59,"English","France","PG-13",1.4e+07,2006,113,6.7,2.35,447
"4793","Color","Jeremy Saulnier",279,90,57,92,"Eve Plumb",1000,258113,"Crime|Drama|Thriller","Devin Ratray","Blue Ruin ",42678,1528,"Amy Hargreaves",0,"blood splatter|car|neo noir|vengeance|vomiting","http://www.imdb.com/title/tt2359024/?ref_=fn_tt_tt_1",135,"English","USA","R",1066167,2013,235,7.1,2.35,0
"4388"," Black and White","Frank Capra",51,126,964,275,"Ann Miller",319,NA,"Comedy|Drama|Romance","Jean Arthur","You Can't Take It with You ",17799,1363,"Lionel Barrymore",10,"eccentric|friend|house|monopoly|stenographer","http://www.imdb.com/title/tt0030993/?ref_=fn_tt_tt_1",133,"English","USA","Approved",1644736,1938,302,8,1.37,0
"612","Color","Jean-Jacques Annaud",76,136,218,400,"Mako",11000,37901509,"Adventure|Biography|Drama|History|War","Brad Pitt","Seven Years in Tibet ",96385,12226,"Victor Wong",1,"austria|dalai lama|himalaya|mountain|tibet","http://www.imdb.com/title/tt0120102/?ref_=fn_tt_tt_1",119,"English","USA","PG-13",7e+07,1997,691,7,2.35,0
"4455","Color","Jon Knautz",63,99,10,295,"Adam DiMarco",756,NA,"Horror|Thriller","Camren Bicondova","Girl House ",4948,2072,"Chasty Ballesteros",0,"college student|disfigured face|house|suicide|website","http://www.imdb.com/title/tt2577172/?ref_=fn_tt_tt_1",33,"English","Canada","",3150000,2014,382,5.5,2.35,969
"829","Color","Sean Anders",157,116,51,622,"Leighton Meester",11000,36931089,"Comedy","Adam Sandler","That's My Boy ",70681,16484,"Will Forte",2,"argument|reference to vanilla ice|statutory rape|teacher student relationship|teacher student sex","http://www.imdb.com/title/tt1232200/?ref_=fn_tt_tt_1",198,"English","USA","R",7e+07,2012,3000,5.6,2.35,12000
"2869","Color","John Waters",52,95,0,650,"Sam Waterston",899,7881335,"Comedy|Crime|Thriller","Kathleen Turner","Serial Mom ",21212,3092,"Traci Lords",4,"dentist|housewife|howie scream|murder|perfection","http://www.imdb.com/title/tt0111127/?ref_=fn_tt_tt_1",107,"English","USA","R",1.3e+07,1994,849,6.7,1.66,3000
"424","Color","Tarsem Singh",382,106,763,809,"Nathan Lane",8000,64933670,"Adventure|Comedy|Drama|Family|Fantasy","Julia Roberts","Mirror Mirror ",70838,11454,"Danny Woodburn",1,"kingdom|prince|princess|queen|snow","http://www.imdb.com/title/tt1667353/?ref_=fn_tt_tt_1",208,"English","USA","PG",8.5e+07,2012,886,5.6,1.85,18000
"4424","Color","Brad Anderson",127,100,122,83,"Brendan Sexton III",210,373967,"Horror|Mystery","Paul Guilfoyle","Session 9 ",43839,469,"Larry Fessenden",0,"abandoned asylum|abandoned hospital|asbestos|lobotomy|multiple personality","http://www.imdb.com/title/tt0261983/?ref_=fn_tt_tt_1",481,"English","USA","R",1500000,2001,148,6.5,2.35,0
"1849","Color","Michael Bay",335,129,0,385,"Larry Hankin",12000,49874933,"Comedy|Crime|Drama","Dwayne Johnson","Pain & Gain ",161168,13573,"Michael Rispoli",4,"american dream|bodybuilder|money|punch into the camera|reference to julia roberts","http://www.imdb.com/title/tt1980209/?ref_=fn_tt_tt_1",287,"English","USA","R",2.6e+07,2013,412,6.5,2.35,43000
"3139","Color","Malcolm D. Lee",55,112,92,826,"Brandon T. Jackson",2000,17378977,"Comedy|Drama|Music|Romance","Jurnee Smollett-Bell","Roll Bounce ",5585,7552,"Shad Moss",0,"1970s|boy|competition|roller skates|tubesocks","http://www.imdb.com/title/tt0403455/?ref_=fn_tt_tt_1",75,"English","USA","PG-13",NA,2005,918,6,2.35,997
"1696","Color","Bruce Hunt",140,93,2,258,"Cole Hauser",849,14888028,"Adventure|Horror|Thriller","Eddie Cibrian","The Cave ",28606,2178,"Marcel Iures",0,"cave|diver|diving|flare|parasite","http://www.imdb.com/title/tt0402901/?ref_=fn_tt_tt_1",262,"English","USA","PG-13",3e+07,2005,787,5.1,2.35,0
"719","Color","Simon West",113,116,165,475,"Timothy Hutton",577,102678089,"Drama|Mystery|Thriller","Daniel von Bargen","The General's Daughter ",42705,2321,"Clarence Williams III",0,"army cid|cover up|military|murder|woman in military","http://www.imdb.com/title/tt0144214/?ref_=fn_tt_tt_1",274,"English","USA","R",9.5e+07,1999,501,6.3,2.35,885
"1446","Color","Gil Junger",46,95,19,447,"Marsha Thomason",1000,33422806,"Adventure|Comedy|Fantasy","Tom Wilkinson","Black Knight ",30771,2643,"Vincent Regan",1,"14th century|king|knight|sword duel|time travel","http://www.imdb.com/title/tt0265087/?ref_=fn_tt_tt_1",164,"English","USA","PG-13",5e+07,2001,691,4.8,2.35,0
"4804","Color","",11,22,NA,6,"Ron Lynch",59,NA,"Animation|Comedy|Drama","Brendon Small","Home Movies             ",7458,81,"Melissa Bardin Galsky",0,"coach|friend|school|series|tv series","http://www.imdb.com/title/tt0197159/?ref_=fn_tt_tt_1",82,"English","USA","TV-PG",NA,NA,11,8.2,1.33,526
"114","Color","Oliver Stone",248,206,0,591,"Angelina Jolie Pitt",12000,34293771,"Action|Adventure|Biography|Drama|History|Romance|War","Anthony Hopkins","Alexander ",138863,24598,"Brian Blessed",3,"ancient greece|conquest|greek|greek myth|king","http://www.imdb.com/title/tt0346491/?ref_=fn_tt_tt_1",1390,"English","Germany","R",1.55e+08,2004,11000,5.5,2.35,0
"2936","Color","Tamra Davis",111,93,33,135,"Katherine Boecher",1000,37188667,"Comedy|Drama","Britney Spears","Crossroads ",34219,1531,"Dave Allen",1,"audition|friendship|graduation|high school graduation|love","http://www.imdb.com/title/tt0275022/?ref_=fn_tt_tt_1",578,"English","USA","PG-13",1.2e+07,2002,188,3.3,1.85,0
"4939","Color","Dena Seidel",5,72,0,0,"Hugh Ducklow",0,4914,"Adventure|Documentary","Naderev Sano","Antarctic Edge: 70° South ",123,0,"Mike Brett",0,"","http://www.imdb.com/title/tt2780714/?ref_=fn_tt_tt_1",2,"English","USA","",150000,2015,0,7,NA,215
"2716","Color","Vicky Jenson",97,88,96,360,"Zach Gilford",24000,6373693,"Comedy|Romance","J.K. Simmons","Post Grad ",11498,25637,"Bobby Coleman",1,"graduation|graduation speech|title directed by female|tv studio|unemployment","http://www.imdb.com/title/tt1142433/?ref_=fn_tt_tt_1",53,"English","USA","PG-13",1.5e+07,2009,971,5.3,1.85,0
"1684","Color","Kurt Wimmer",158,94,110,277,"Cameron Bright",14000,18500966,"Action|Horror|Sci-Fi|Thriller","Milla Jovovich","Ultraviolet ",70341,15271,"Nick Chinlund",1,"boy|disease|hemophagia|speed|vampire","http://www.imdb.com/title/tt0370032/?ref_=fn_tt_tt_1",830,"English","USA","PG-13",3e+07,2006,829,4.4,1.85,0
"579","Color","Jean-Jacques Annaud",88,109,218,8,"Jean-Claude Dreyfus",21,18947630,"Adventure|Drama|Family","David Gant","Two Brothers ",11798,55,"Oanh Nguyen",0,"circus|death of protagonist|jungle|killing an animal|tiger","http://www.imdb.com/title/tt0338512/?ref_=fn_tt_tt_1",124,"English","France","PG",59660000,2004,17,7.1,2.35,2000
"521"," Black and White","Stephen Norrington",202,110,45,845,"Max Ryan",1000,66462600,"Action|Adventure|Fantasy|Sci-Fi","Jason Flemyng","The League of Extraordinary Gentlemen ",141533,4714,"Tony Curran",3,"box office flop|captain nemo|dorian gray|invisible man|steampunk","http://www.imdb.com/title/tt0311429/?ref_=fn_tt_tt_1",786,"English","USA","PG-13",7.8e+07,2003,872,5.8,2.35,0
"430","Color","Frank Coraci",173,107,153,233,"Cameron Monaghan",11000,137340146,"Comedy|Drama|Fantasy|Romance","Adam Sandler","Click ",246492,12700,"Julie Kavner",1,"architect|frozen time|obese man|remote control|stopped time","http://www.imdb.com/title/tt0389860/?ref_=fn_tt_tt_1",685,"English","USA","PG-13",7e+07,2006,1000,6.4,1.85,7000
"4148","Color","Susan Seidelman",35,105,39,183,"Michael Nouri",267,3123749,"Comedy|Romance","Dyan Cannon","Boynton Beach Club ",746,1231,"Brenda Vaccaro",8,"title spoken by character","http://www.imdb.com/title/tt0439478/?ref_=fn_tt_tt_1",27,"English","USA","R",1500000,2005,225,6.5,1.85,88
"3160","Color","Jim Hanon",47,108,2,30,"Chad Allen",772,11703287,"Adventure|Drama","Chase Ellison","End of the Spear ",4360,1058,"Jack Guzman",3,"death|missionary|spear|speared to death|tribe","http://www.imdb.com/title/tt0399862/?ref_=fn_tt_tt_1",148,"English","USA","PG-13",1e+07,2005,232,7,2.35,1000
"464","Color","Albert Hughes",325,118,117,10000,"Mila Kunis",18000,94822707,"Action|Adventure|Drama|Thriller","Denzel Washington","The Book of Eli ",227072,44797,"Gary Oldman",0,"blind|book|long take|post apocalypse|water","http://www.imdb.com/title/tt1037705/?ref_=fn_tt_tt_1",560,"English","USA","R",8e+07,2010,15000,6.9,2.35,20000
"4492","Color","Kenneth Lonergan",122,111,50,612,"Rory Culkin",2000,9180275,"Drama","Matthew Broderick","You Can Count on Me ",22145,4288,"Gaby Hoffmann",0,"bank|car accident|cheating husband|new york|single mother","http://www.imdb.com/title/tt0203230/?ref_=fn_tt_tt_1",231,"English","USA","R",1200000,2000,710,7.7,1.85,756
"2598","Color","Wayne Beach",40,93,7,922,"LL Cool J",1000,1181197,"Drama|Mystery|Thriller","Mekhi Phifer","Slow Burn ",3299,4329,"Fisher Stevens",0,"district attorney|interview|murder|prosecutor|reporter","http://www.imdb.com/title/tt0376196/?ref_=fn_tt_tt_1",24,"English","USA","R",15500000,2005,1000,5.9,1.85,191
"2331","Color","Roger Spottiswoode",67,125,55,2,"Guang Li",991,1027749,"Drama|War","Radha Mitchell","The Children of Huang Shi ",8087,1003,"Matthew Walker",4,"british|communist|journalist|nurse|orphan","http://www.imdb.com/title/tt0889588/?ref_=fn_tt_tt_1",33,"English","Australia","R",4e+07,2008,10,7.1,2.35,1000
"4346","Color","William Kaufman",23,90,58,164,"Mike 'The Miz' Mizanin",405,NA,"Action|Thriller","Paul McGillion","The Marine 4: Moving Target ",2032,1204,"David Lewis",2,"killed in police car|mercenary|police officer shot in the leg|police officer shot through the heart|whistleblower","http://www.imdb.com/title/tt3528666/?ref_=fn_tt_tt_1",15,"English","USA","R",1950000,2015,217,5.2,1.78,620
"4617","Color","Lori Petty",12,93,923,904,"Chloë Grace Moretz",34000,NA,"Drama","Jennifer Lawrence","The Poker House ",3943,52113,"Bokeem Woodbine",3,"basketball|drug abuse|interracial rape|iowa|tween girl","http://www.imdb.com/title/tt1014806/?ref_=fn_tt_tt_1",24,"English","USA","R",NA,2008,17000,6.5,1.85,599
"4496","Color","David Boyd",10,113,29,449,"Drew Waters",890,2859955,"Drama|Sport","Vivica A. Fox","Home Run ",2417,2681,"Scott Elrod",2,"addiction|alcoholic|baseball|car accident|reference to god","http://www.imdb.com/title/tt2051894/?ref_=fn_tt_tt_1",32,"English","USA","PG-13",1200000,2013,848,6,2.35,0
"2927","Color","Peter Weir",83,112,608,733,"Viggo Mortensen",11000,65500000,"Crime|Drama|Romance|Thriller","Harrison Ford","Witness ",66966,22479,"Lukas Haas",1,"amish|love|murder|police|train","http://www.imdb.com/title/tt0090329/?ref_=fn_tt_tt_1",175,"English","USA","R",1.2e+07,1985,10000,7.4,1.85,0
"1763","Color","Wes Anderson",220,110,0,327,"Anjelica Huston",13000,52353636,"Comedy|Drama","Bill Murray","The Royal Tenenbaums ",209133,14609,"Seymour Cassel",1,"brother brother relationship|family relationships|father daughter relationship|genius|thrown through a window","http://www.imdb.com/title/tt0265666/?ref_=fn_tt_tt_1",962,"English","USA","R",2.1e+07,2001,1000,7.6,2.35,0
"407","Color","Kevin Lima",84,100,36,439,"Eric Idle",2000,66941559,"Adventure|Comedy|Family","Ioan Gruffudd","102 Dalmatians ",26413,4182,"Jim Carter",1,"dog|parole|parole officer|prison|puppy","http://www.imdb.com/title/tt0211181/?ref_=fn_tt_tt_1",77,"English","USA","G",8.5e+07,2000,795,4.8,1.85,372
"3997","Color","Robert Eggers",425,92,22,159,"Kate Dickie",648,25138292,"Horror|Mystery","Julian Richings","The Witch ",66483,1122,"Ralph Ineson",0,"black magic|goat|isolation|naked woman|witch","http://www.imdb.com/title/tt4263482/?ref_=fn_tt_tt_1",452,"English","USA","R",3500000,2015,191,6.8,1.66,43000
"3548","Color","Arie Posin",74,108,3,436,"John Heard",710,49526,"Comedy|Drama","Rory Culkin","The Chumscrubber ",16299,2119,"Tim DeKay",1,"chumscrubber|death|friend|pills|school","http://www.imdb.com/title/tt0406650/?ref_=fn_tt_tt_1",129,"English","USA","R",6800000,2005,697,7,2.35,1000
"3055","Color","Simon Curtis",203,109,64,553,"Frances Fisher",16000,33305037,"Biography|Drama|History","Ryan Reynolds","Woman in Gold ",33856,17866,"Elizabeth McGovern",2,"art|jewish|justice|nazi|theft","http://www.imdb.com/title/tt2404425/?ref_=fn_tt_tt_1",147,"English","UK","PG-13",1.1e+07,2015,638,7.3,2.35,34000
"2849","Color","Jaume Collet-Serra",186,86,174,2,"Brett Cullen",619,54257433,"Drama|Horror|Thriller","Óscar Jaenada","The Shallows ",12983,971,"Sedona Legge",0,"beach|island|mexico|prey|trapped","http://www.imdb.com/title/tt4052882/?ref_=fn_tt_tt_1",139,"English","USA","PG-13",1.7e+07,2016,350,6.8,2.35,0
"3947","Color","Sam Miller",31,93,12,15,"Alan Williams",578,64359,"Comedy|Romance","Rachel Griffiths","Among Giants ",811,643,"Rob Jarvis",1,"australian|female armpit hair|friend|sheffield|yorkshire","http://www.imdb.com/title/tt0122906/?ref_=fn_tt_tt_1",26,"English","UK","R",2500000,1998,29,5.9,NA,108
"3625","Color","John Cameron Mitchell",108,95,263,179,"Miriam Shor",263,3029081,"Comedy|Drama|Music|Musical","John Cameron Mitchell","Hedwig and the Angry Inch ",26300,993,"Andrea Martin",0,"band|rock band|sex change|song|transsexual","http://www.imdb.com/title/tt0248845/?ref_=fn_tt_tt_1",231,"English","USA","R",6e+06,2001,261,7.8,1.85,0
"2352","Color","Jonathan Jakubowicz",NA,105,23,897,"Jurnee Smollett-Bell",22000,NA,"Action|Biography|Drama|Sport","Robert De Niro","Hands of Stone ",178,27425,"Edgar Ramírez",0,"boxer|boxing|three word title","http://www.imdb.com/title/tt1781827/?ref_=fn_tt_tt_1",1,"English","Panama","R",2e+07,2016,2000,7.2,NA,0
"4779","Color","Sam Raimi",525,130,0,11000,"Mila Kunis",44000,234903076,"Adventure|Family|Fantasy","Tim Holmes","Oz the Great and Powerful ",175413,73441,"James Franco",4,"circus|magic|magician|oz|witch","http://www.imdb.com/title/tt1623205/?ref_=fn_tt_tt_1",511,"English","USA","PG",2.15e+08,2013,15000,6.4,2.35,60000
"1640","Color","Gary Winick",159,105,56,22,"Marcia DeBonis",898,53021560,"Comedy|Drama|Romance","Vanessa Redgrave","Letters to Juliet ",74630,1026,"Luisa Ranieri",1,"chick flick|female protagonist|italian stereotype|man in a swimsuit|verona italy","http://www.imdb.com/title/tt0892318/?ref_=fn_tt_tt_1",156,"English","USA","PG",3e+07,2010,60,6.5,2.35,13000
"4862","Color","Emma-Kate Croghan",21,76,0,62,"Frances O'Connor",991,212285,"Comedy|Romance","Radha Mitchell","Love and Other Catastrophes ",1727,1661,"Matt Day",1,"film school|love|medical student|student|university","http://www.imdb.com/title/tt0116931/?ref_=fn_tt_tt_1",21,"English","Australia","R",250000,1996,575,6.4,NA,46
"1266","Color","",3,30,NA,12,"Melissa Altro",51,NA,"Animation|Comedy|Family","Bruce Dinsmore","Arthur             ",8495,108,"Daniel Brochu",0,"based on children's book|best friend|character name in title|friend|one word title","http://www.imdb.com/title/tt0169414/?ref_=fn_tt_tt_1",43,"English","Canada","TV-Y",NA,NA,21,7.4,1.33,301
"3261","Color","Steve Carr",55,98,41,525,"Mike Epps",723,57176582,"Comedy","John Witherspoon","Next Friday ",27492,3939,"Rolando Molina",1,"african american|flashback|marijuana joint|porn magazine|suburb","http://www.imdb.com/title/tt0195945/?ref_=fn_tt_tt_1",84,"English","USA","R",9500000,2000,706,6.1,1.85,0
"3090","Color","Gus Van Sant",161,126,835,893,"Matt Damon",49000,138339411,"Drama","Robin Williams","Good Will Hunting ",604904,63710,"Minnie Driver",2,"friend|genius|janitor|loss of wife|professor","http://www.imdb.com/title/tt0119217/?ref_=fn_tt_tt_1",682,"English","USA","R",1e+07,1997,13000,8.3,1.85,31000
"775","Color","Tony Gilroy",211,125,209,896,"Tom Wilkinson",8000,40559930,"Comedy|Crime|Romance|Thriller","Julia Roberts","Duplicity ",41727,10623,"Denis O'Hare",0,"ceo|dubai|product|rivalry|spy","http://www.imdb.com/title/tt1135487/?ref_=fn_tt_tt_1",184,"English","USA","PG-13",6e+07,2009,1000,6.2,2.35,0
"2218","Color","Nelson McCormick",121,101,29,429,"Paige Turco",812,29062561,"Crime|Thriller","Sela Ward","The Stepfather ",23424,3292,"Skyler Samuels",0,"head dunked in water|military school|plastic bag|playing a video game|suffocating","http://www.imdb.com/title/tt0814335/?ref_=fn_tt_tt_1",119,"English","USA","PG-13",NA,2009,533,5.6,2.35,0
"2354","Color","Scott Walker",120,105,17,897,"Radha Mitchell",12000,NA,"Crime|Drama|Mystery|Thriller","Nicolas Cage","The Frozen Ground ",43879,16355,"Jodi Lyn O'Keefe",3,"anchorage alaska|based on true story|pole dancer|serial killer|strip club","http://www.imdb.com/title/tt2005374/?ref_=fn_tt_tt_1",133,"English","USA","R",27220000,2013,991,6.4,2.35,11000
"3149","Color","Walter Hill",52,100,394,695,"David Carradine",2000,NA,"Western","Dennis Quaid","The Long Riders ",7322,6296,"Randy Quaid",0,"bank|breasts|famous score|last man standing|revenge","http://www.imdb.com/title/tt0081071/?ref_=fn_tt_tt_1",78,"English","USA","R",1e+07,1980,926,7.1,1.85,680
"129","Color","George Miller",739,120,750,943,"Charlize Theron",27000,153629485,"Action|Adventure|Sci-Fi|Thriller","Tom Hardy","Mad Max: Fury Road ",552503,40025,"Zoë Kravitz",0,"australia|desert|escape|on the run|post apocalypse","http://www.imdb.com/title/tt1392190/?ref_=fn_tt_tt_1",1588,"English","Australia","R",1.5e+08,2015,9000,8.1,2.35,191000
"3890","Color","Woody Allen",154,93,11000,629,"Carol Kane",11000,39200000,"Comedy|Romance","Woody Allen","Annie Hall ",192940,12691,"Shelley Duvall",0,"breaking the fourth wall|comedian|jewish|neurosis|singer","http://www.imdb.com/title/tt0075686/?ref_=fn_tt_tt_1",491,"English","USA","PG",4e+06,1977,636,8.1,1.37,0
"3848","Color","",5,43,NA,298,"Indiana Evans",562,NA,"Crime|Drama","Dan Fogler","Secrets and Lies             ",6762,1587,"KaDee Strickland",0,"","http://www.imdb.com/title/tt3516878/?ref_=fn_tt_tt_1",27,"English","USA","",NA,NA,560,7.7,16,2000
"642","Color","Ridley Scott",238,128,0,135,"Simon McBurney",29000,39380442,"Action|Drama|Thriller","Leonardo DiCaprio","Body of Lies ",174248,29824,"Michael Gaston",1,"cia|jordan|middle east|spy|terrorist","http://www.imdb.com/title/tt0758774/?ref_=fn_tt_tt_1",263,"English","USA","R",7e+07,2008,149,7.1,2.35,0
"4818","Color","Sam Firstenberg",40,90,44,93,"Steve James",615,4000000,"Action|Drama","Michael Dudikoff","American Ninja 2: The Confrontation ",6046,872,"Larry Poindexter",0,"blood splatter|island|motorboat|ninja|sequel to cult film","http://www.imdb.com/title/tt0092548/?ref_=fn_tt_tt_1",46,"English","USA","R",350000,1987,96,4.7,1.85,583
